Drug_A,Drug_B,Cell_Line,Score
11520894,60700,OVCAR3,9.861542673
11520894,60700,PA1,-14.15142293
11520894,60700,RKO,24.56279779
11520894,60700,RPMI7951,2.251016318
11520894,60700,SKMEL30,31.66894971
11520894,60700,SKMES1,7.756986235
11520894,60700,SKOV3,32.90660924
11520894,60700,SW620,15.03990878
11520894,60700,SW837,6.973520709
11520894,60700,T47D,15.72441152
11520894,60700,UACC62,17.88319221
11520894,60700,UWB1289,-2.519983906
11520894,60700,UWB1289BRCA1,26.95352146
11520894,60700,VCAP,27.35834307
11520894,60700,ZR751,27.5378498
11520894,104842,A2058,13.35683259
11520894,104842,A2780,14.84389602
11520894,104842,A375,28.43336076
11520894,104842,A427,17.37671087
11520894,104842,CAOV3,9.973014208
11520894,104842,COLO320DM,3.36136019
11520894,104842,DLD1,1.879021932
11520894,104842,EFM192B,37.90775382
11520894,104842,ES2,10.77929233
11520894,104842,HCT116,-3.973335813
11520894,104842,HT144,26.9966235
11520894,104842,HT29,10.91542207
11520894,104842,KPL1,41.01096111
11520894,104842,LNCAP,-5.340878148
11520894,104842,LOVO,-2.029860089
11520894,104842,MDAMB436,10.31724823
11520894,104842,MSTO,41.1560826
11520894,104842,NCIH1650,16.48030501
11520894,104842,NCIH2122,7.55277985
11520894,104842,NCIH23,6.293953621
11520894,104842,NCIH460,1.904342298
11520894,104842,NCIH520,4.800904065
11520894,104842,OCUBM,21.29295971
11520894,104842,OV90,11.05502581
11520894,104842,OVCAR3,28.68063887
11520894,104842,PA1,6.897195231
11520894,104842,RKO,17.41062393
11520894,104842,RPMI7951,72.45465002
11520894,104842,SKMEL30,25.32226033
11520894,104842,SKMES1,14.4539941
11520894,104842,SKOV3,21.10863801
11520894,104842,SW620,4.714020484
11520894,104842,SW837,0.013332722
11520894,104842,T47D,-23.09505806
11520894,104842,UACC62,16.15457291
11520894,104842,UWB1289,5.701052954
11520894,104842,UWB1289BRCA1,20.06740672
11520894,104842,VCAP,28.27510877
11520894,104842,ZR751,27.65712714
11520894,216239,A2058,16.36238641
11520894,216239,A2780,11.53972816
11520894,216239,A375,15.97455871
11520894,216239,A427,14.88557069
11520894,216239,CAOV3,16.11352673
11520894,216239,COLO320DM,9.502971608
11520894,216239,DLD1,25.9497875
11520894,216239,EFM192B,14.53200264
11520894,216239,ES2,15.67557095
11520894,216239,HCT116,20.63511872
11520894,216239,HT144,15.50019608
11520894,216239,HT29,13.61238605
11520894,216239,KPL1,7.15121608
11520894,216239,LNCAP,3.595747533
11520894,216239,LOVO,7.138885044
11520894,216239,MDAMB436,9.000761548
11520894,216239,MSTO,-7.598597801
11520894,216239,NCIH1650,22.15964253
11520894,216239,NCIH2122,14.43674769
11520894,216239,NCIH23,21.48864779
11520894,216239,NCIH460,22.70194553
11520894,216239,NCIH520,15.97384768
11520894,216239,OCUBM,7.910966278
11520894,216239,OV90,14.70212985
11520894,216239,OVCAR3,11.99411978
11520894,216239,PA1,9.203536468
11520894,216239,RKO,19.64696128
11520894,216239,RPMI7951,11.81134621
11520894,216239,SKMEL30,20.14689841
11520894,216239,SKMES1,30.09994807
11520894,216239,SKOV3,29.70237208
11520894,216239,SW620,16.40670062
11520894,216239,SW837,17.09254703
11520894,216239,T47D,9.025250323
11520894,216239,UACC62,13.68130035
11520894,216239,UWB1289,14.38410925
11520894,216239,UWB1289BRCA1,16.38769999
11520894,216239,VCAP,18.83396146
11520894,216239,ZR751,-2.905225386
11520894,5288382,A2058,20.58591637
11520894,5288382,A2780,13.90290143
11520894,5288382,A375,17.0880602
11520894,5288382,A427,23.35177525
11520894,5288382,CAOV3,4.943089412
11520894,5288382,COLO320DM,2.419170123
11520894,5288382,DLD1,10.17820115
11520894,5288382,EFM192B,37.52360622
11520894,5288382,ES2,21.90875084
11520894,5288382,HCT116,7.451390811
11520894,5288382,HT144,25.17810212
11520894,5288382,HT29,-0.524660922
11520894,5288382,KPL1,40.09982029
11520894,5288382,LNCAP,46.33929327
11520894,5288382,LOVO,5.763741367
11520894,5288382,MDAMB436,20.40545613
11520894,5288382,MSTO,58.24143384
11520894,5288382,NCIH1650,0.757296748
11520894,5288382,NCIH2122,9.238100154
11520894,5288382,NCIH23,0.690113044
11520894,5288382,NCIH460,5.226523136
11520894,5288382,NCIH520,19.12571429
11520894,5288382,OCUBM,13.61969498
11520894,5288382,OV90,19.11010735
11520894,5288382,OVCAR3,12.64516764
11520894,5288382,PA1,16.24393153
11520894,5288382,RKO,22.96534037
11520894,5288382,RPMI7951,2.614256176
11520894,5288382,SKMEL30,42.51383953
11520894,5288382,SKMES1,25.78864224
11520894,5288382,SKOV3,19.73995813
11520894,5288382,SW620,-4.220686346
11520894,5288382,SW837,7.535443253
11520894,5288382,T47D,31.55305418
11520894,5288382,UACC62,21.51346876
11520894,5288382,UWB1289,-14.25676924
11520894,5288382,UWB1289BRCA1,-14.67658687
11520894,5288382,VCAP,11.43195398
11520894,5288382,ZR751,2.686399816
11520894,9887053,A2058,3.366985306
11520894,9887053,A2780,-6.030236867
11520894,9887053,A375,-4.207626691
11520894,9887053,A427,9.904098494
11520894,9887053,CAOV3,-12.98368173
11520894,9887053,COLO320DM,9.04746733
11520894,9887053,DLD1,-1.066727448
11520894,9887053,EFM192B,1.540565379
11520894,9887053,ES2,-6.230802528
11520894,9887053,HCT116,-5.669667804
11520894,9887053,HT144,-3.097087387
11520894,9887053,HT29,12.74301006
11520894,9887053,KPL1,12.13635675
11520894,9887053,LNCAP,18.69432049
11520894,9887053,LOVO,-12.62806223
11520894,9887053,MDAMB436,3.034447409
11520894,9887053,MSTO,11.68113748
11520894,9887053,NCIH1650,9.252860616
11520894,9887053,NCIH2122,-6.124797983
11520894,9887053,NCIH23,-22.07445918
11520894,9887053,NCIH460,-22.52064028
11520894,9887053,NCIH520,-6.072327346
11520894,9887053,OCUBM,24.26308589
11520894,9887053,OV90,-2.4627537
11520894,9887053,OVCAR3,15.13441789
11520894,9887053,PA1,-16.74006526
11520894,9887053,RKO,-3.766125587
11520894,9887053,RPMI7951,8.139040647
11520894,9887053,SKMEL30,14.4937249
11520894,9887053,SKMES1,0.372903541
11520894,9887053,SKOV3,16.3591777
11520894,9887053,SW620,3.906486972
11520894,9887053,SW837,6.64013948
11520894,9887053,T47D,22.10993002
11520894,9887053,UACC62,-6.282814484
11520894,9887053,UWB1289,14.32383154
11520894,9887053,UWB1289BRCA1,0.434191216
11520894,9887053,VCAP,10.29466497
11520894,9887053,ZR751,4.377619389
11520894,11977753,A2058,86.59857058
11520894,11977753,A2780,72.08907467
11520894,11977753,A375,69.91835046
11520894,11977753,A427,60.80700067
11520894,11977753,CAOV3,75.9558035
11520894,11977753,COLO320DM,53.06067388
11520894,11977753,DLD1,61.94896316
11520894,11977753,EFM192B,88.17896877
11520894,11977753,ES2,84.57574208
11520894,11977753,HCT116,40.8803063
11520894,11977753,HT144,93.01822106
11520894,11977753,HT29,52.84762555
11520894,11977753,KPL1,65.72843906
11520894,11977753,LNCAP,139.6131195
11520894,11977753,LOVO,56.87485083
11520894,11977753,MDAMB436,37.14062847
11520894,11977753,MSTO,155.2523888
11520894,11977753,NCIH1650,80.70328515
11520894,11977753,NCIH2122,107.4570426
11520894,11977753,NCIH23,64.79024972
11520894,11977753,NCIH460,75.05127147
11520894,11977753,NCIH520,77.37379228
11520894,11977753,OCUBM,55.23233902
11520894,11977753,OV90,63.57179273
11520894,11977753,OVCAR3,84.29086577
11520894,11977753,PA1,94.7031534
11520894,11977753,RKO,44.35690404
11520894,11977753,RPMI7951,75.29882288
11520894,11977753,SKMEL30,121.0564092
11520894,11977753,SKMES1,90.84458241
11520894,11977753,SKOV3,67.99989156
11520894,11977753,SW620,82.79496881
11520894,11977753,SW837,101.5509715
11520894,11977753,T47D,179.1233246
11520894,11977753,UACC62,102.4787821
11520894,11977753,UWB1289,80.78180204
11520894,11977753,UWB1289BRCA1,96.81602635
11520894,11977753,VCAP,88.20447518
11520894,11977753,ZR751,63.90878282
11520894,16224745,A2058,61.78624825
11520894,16224745,A2780,52.98183075
11520894,16224745,A375,60.06891772
11520894,16224745,A427,31.27105198
11520894,16224745,CAOV3,59.7006634
11520894,16224745,COLO320DM,2.602949876
11520894,16224745,DLD1,15.24650043
11520894,16224745,EFM192B,30.0619252
11520894,16224745,ES2,60.15761148
11520894,16224745,HCT116,-2.796646925
11520894,16224745,HT144,42.27239915
11520894,16224745,HT29,29.37671336
11520894,16224745,KPL1,23.58303656
11520894,16224745,LNCAP,21.16285299
11520894,16224745,LOVO,19.8264716
11520894,16224745,MDAMB436,31.09414288
11520894,16224745,MSTO,28.57924493
11520894,16224745,NCIH1650,27.40191109
11520894,16224745,NCIH2122,-7.509672576
11520894,16224745,NCIH23,28.35880461
11520894,16224745,NCIH460,4.311463672
11520894,16224745,NCIH520,5.181556099
11520894,16224745,OCUBM,32.44628847
11520894,16224745,OV90,20.71815063
11520894,16224745,OVCAR3,37.93570102
11520894,16224745,PA1,8.324089724
11520894,16224745,RKO,59.98909867
11520894,16224745,RPMI7951,20.5268354
11520894,16224745,SKMEL30,57.25773487
11520894,16224745,SKMES1,-4.078115393
11520894,16224745,SKOV3,62.78158881
11520894,16224745,SW620,0.09082695
11520894,16224745,SW837,5.815730375
11520894,16224745,T47D,29.89624814
11520894,16224745,UACC62,33.02638245
11520894,16224745,UWB1289,-6.20061407
11520894,16224745,UWB1289BRCA1,-5.202126305
11520894,16224745,VCAP,16.21008801
11520894,16224745,ZR751,10.71586044
11520894,46926350,A2058,14.96484533
11520894,46926350,A2780,31.92794058
11520894,46926350,A375,16.01312577
11520894,46926350,A427,17.08178427
11520894,46926350,CAOV3,7.38383993
11520894,46926350,COLO320DM,15.77911103
11520894,46926350,DLD1,15.20402752
11520894,46926350,EFM192B,21.94667618
11520894,46926350,ES2,13.53852572
11520894,46926350,HCT116,-9.554414179
11520894,46926350,HT144,-0.143698773
11520894,46926350,HT29,-3.536244637
11520894,46926350,KPL1,21.62429127
11520894,46926350,LNCAP,33.37503452
11520894,46926350,LOVO,-0.119382165
11520894,46926350,MDAMB436,9.762191167
11520894,46926350,MSTO,15.67888311
11520894,46926350,NCIH1650,23.35658885
11520894,46926350,NCIH2122,9.827747495
11520894,46926350,NCIH23,12.50578132
11520894,46926350,NCIH460,8.922015995
11520894,46926350,NCIH520,-1.990652148
11520894,46926350,OCUBM,7.842778507
11520894,46926350,OV90,15.25834027
11520894,46926350,OVCAR3,16.96123872
11520894,46926350,PA1,3.30303071
11520894,46926350,RKO,26.28722054
11520894,46926350,RPMI7951,23.62393784
11520894,46926350,SKMEL30,15.07511947
11520894,46926350,SKMES1,2.699705226
11520894,46926350,SKOV3,13.57705298
11520894,46926350,SW620,-5.392112107
11520894,46926350,SW837,19.26484083
11520894,46926350,T47D,22.72587666
11520894,46926350,UACC62,13.85735314
11520894,46926350,UWB1289,2.773421801
11520894,46926350,UWB1289BRCA1,13.91996981
11520894,46926350,VCAP,25.02618436
11520894,46926350,ZR751,13.78134972
11960529,60700,A2058,-1.187531198
11960529,60700,A2780,11.86213265
11960529,60700,A375,-30.05242132
11960529,60700,A427,-3.321785774
11960529,60700,CAOV3,3.218307642
11960529,60700,COLO320DM,-9.609036298
11960529,60700,DLD1,-10.96641065
11960529,60700,EFM192B,-16.2045174
11960529,60700,ES2,-15.16316218
11960529,60700,HCT116,-5.778504579
11960529,60700,HT144,-12.71817083
11960529,60700,HT29,-13.74201482
11960529,60700,KPL1,9.915244986
11960529,60700,LNCAP,-5.314052222
11960529,60700,LOVO,-20.57774761
11960529,60700,MDAMB436,0.824337474
11960529,60700,MSTO,-3.889944556
11960529,60700,NCIH1650,-16.28525243
11960529,60700,NCIH2122,-5.01979887
11960529,60700,NCIH23,-13.17469848
11960529,60700,NCIH460,-35.55824357
11960529,60700,NCIH520,-3.088285265
11960529,60700,OCUBM,-9.486108967
11960529,60700,OV90,-8.185136381
11960529,60700,OVCAR3,-21.5827409
11960529,60700,PA1,-7.166889503
11960529,60700,RKO,-12.44712596
11960529,60700,RPMI7951,-2.173326235
11960529,60700,SKMEL30,-7.161263697
11960529,60700,SKMES1,-17.67508406
11960529,60700,SKOV3,-9.215505679
11960529,60700,SW620,2.557559841
11960529,60700,SW837,-13.77537319
11960529,60700,T47D,10.2752314
11960529,60700,UACC62,-5.778245151
11960529,60700,UWB1289,-18.45347178
11960529,60700,UWB1289BRCA1,-15.70654273
11960529,60700,VCAP,-16.73042364
11960529,60700,ZR751,-3.791271445
11960529,104842,A2058,37.19755244
11960529,104842,A2780,27.44316256
11960529,104842,A375,29.45915958
11960529,104842,A427,9.85649607
11960529,104842,CAOV3,41.82261363
11960529,104842,COLO320DM,8.341074981
11960529,104842,DLD1,8.203345162
11960529,104842,EFM192B,30.14977964
11960529,104842,ES2,4.098810775
11960529,104842,HCT116,23.42591491
11960529,104842,HT144,8.14545575
11960529,104842,HT29,9.5417494
11960529,104842,KPL1,8.552068416
11960529,104842,LNCAP,28.68890188
11960529,104842,LOVO,-6.582623677
11960529,104842,MDAMB436,18.2214475
11960529,104842,MSTO,21.46794278
11960529,104842,NCIH1650,4.188074545
11960529,104842,NCIH2122,21.39044581
11960529,104842,NCIH23,16.48392844
11960529,104842,NCIH460,22.60303623
11960529,104842,NCIH520,12.92903881
11960529,104842,OCUBM,33.42900164
11960529,104842,OV90,19.59451994
11960529,104842,OVCAR3,33.01382776
11960529,104842,PA1,31.16670432
11960529,104842,RKO,30.53249026
11960529,104842,RPMI7951,23.87063157
11960529,104842,SKMEL30,29.65052395
11960529,104842,SKMES1,20.08675206
11960529,104842,SKOV3,6.263746217
11960529,104842,SW620,17.8852224
11960529,104842,SW837,7.044315501
11960529,104842,T47D,39.83231175
11960529,104842,UACC62,24.96544956
11960529,104842,UWB1289,-1.59956143
11960529,104842,UWB1289BRCA1,5.969583627
11960529,104842,VCAP,-8.532292059
11960529,104842,ZR751,-12.24364896
11960529,216239,A2058,36.19616521
11960529,216239,A2780,8.258155148
11960529,216239,A375,16.66954556
11960529,216239,A427,11.931705
11960529,216239,CAOV3,-2.172723037
11960529,216239,COLO320DM,4.600222402
11960529,216239,DLD1,12.05900768
11960529,216239,EFM192B,9.930042721
11960529,216239,ES2,7.062098273
11960529,216239,HCT116,11.83303853
11960529,216239,HT144,10.74108755
11960529,216239,HT29,3.777313148
11960529,216239,KPL1,4.111858838
11960529,216239,LNCAP,3.482887702
11960529,216239,LOVO,2.735996957
11960529,216239,MDAMB436,-0.60226086
11960529,216239,MSTO,-6.859831707
11960529,216239,NCIH1650,0.051559908
11960529,216239,NCIH2122,16.50221722
11960529,216239,NCIH23,13.68925526
11960529,216239,NCIH460,11.61299788
11960529,216239,NCIH520,13.6574206
11960529,216239,OCUBM,18.4584083
11960529,216239,OV90,5.776490661
11960529,216239,OVCAR3,-4.856993725
11960529,216239,PA1,15.12168297
11960529,216239,RKO,24.38215762
11960529,216239,RPMI7951,10.40454585
11960529,216239,SKMEL30,5.7759517
11960529,216239,SKMES1,17.41794704
11960529,216239,SKOV3,14.06439559
11960529,216239,SW620,15.89637086
11960529,216239,SW837,5.935988799
11960529,216239,T47D,13.26383871
11960529,216239,UACC62,17.27990593
11960529,216239,UWB1289,2.573811969
11960529,216239,UWB1289BRCA1,-1.140165318
11960529,216239,VCAP,7.804424433
11960529,216239,ZR751,-4.469226553
11960529,5288382,A2058,22.66972082
11960529,5288382,A2780,11.09323155
11960529,5288382,A375,11.68003927
11960529,5288382,A427,7.516236662
11960529,5288382,CAOV3,16.7029633
11960529,5288382,COLO320DM,0.486379962
11960529,5288382,DLD1,3.978183476
11960529,5288382,EFM192B,11.40482825
11960529,5288382,ES2,0.337882732
11960529,5288382,HCT116,22.97216302
11960529,5288382,HT144,2.985761377
11960529,5288382,HT29,-4.782981467
11960529,5288382,KPL1,15.32356048
11960529,5288382,LNCAP,26.08846407
11960529,5288382,LOVO,13.06813937
11960529,5288382,MDAMB436,17.35034091
11960529,5288382,MSTO,16.3961455
11960529,5288382,NCIH1650,-5.261806453
11960529,5288382,NCIH2122,6.877978069
11960529,5288382,NCIH23,-6.233105646
11960529,5288382,NCIH460,-2.126961774
11960529,5288382,NCIH520,-1.957498827
11960529,5288382,OCUBM,31.71762887
11960529,5288382,OV90,-8.587738631
11960529,5288382,OVCAR3,20.48955403
11960529,5288382,PA1,10.54512135
11960529,5288382,RKO,33.83147768
11960529,5288382,RPMI7951,0.646568958
11960529,5288382,SKMEL30,30.34189343
11960529,5288382,SKMES1,7.808516678
11960529,5288382,SKOV3,-10.74656256
11960529,5288382,SW620,-15.0026455
11960529,5288382,SW837,6.088914754
11960529,5288382,T47D,-27.25381749
11960529,5288382,UACC62,4.172844076
11960529,5288382,UWB1289,-14.3043912
11960529,5288382,UWB1289BRCA1,-31.47062211
11960529,5288382,VCAP,10.28090348
11960529,5288382,ZR751,-17.08015794
11960529,9887053,A2058,4.936037733
11960529,9887053,A2780,-3.386439791
11960529,9887053,A375,-9.998775377
11960529,9887053,A427,-18.91591586
11960529,9887053,CAOV3,0.405050553
11960529,9887053,COLO320DM,3.96990931
11960529,9887053,DLD1,-6.618850861
11960529,9887053,EFM192B,0.245038689
11960529,9887053,ES2,-16.82213133
11960529,9887053,HCT116,9.34201585
11960529,9887053,HT144,-25.65655126
11960529,9887053,HT29,-6.317305767
11960529,9887053,KPL1,5.971495261
11960529,9887053,LNCAP,-27.21438006
11960529,9887053,LOVO,-22.77447668
11960529,9887053,MDAMB436,-6.533292446
11960529,9887053,MSTO,10.52280981
11960529,9887053,NCIH1650,-17.38778235
11960529,9887053,NCIH2122,0.076455825
11960529,9887053,NCIH23,-22.07509333
11960529,9887053,NCIH460,-20.36656057
11960529,9887053,NCIH520,-8.7509534
11960529,9887053,OCUBM,18.95871606
11960529,9887053,OV90,-27.74913591
11960529,9887053,OVCAR3,-3.208436172
11960529,9887053,PA1,-24.69461216
11960529,9887053,RKO,0.642276771
11960529,9887053,RPMI7951,-26.72258512
11960529,9887053,SKMEL30,2.083928165
11960529,9887053,SKMES1,-13.38060668
11960529,9887053,SKOV3,-4.579134701
11960529,9887053,SW620,2.679345922
11960529,9887053,SW837,-9.0448007
11960529,9887053,T47D,-34.67794411
11960529,9887053,UACC62,-19.8337096
11960529,9887053,UWB1289,-14.05042379
11960529,9887053,UWB1289BRCA1,-10.62392281
11960529,9887053,VCAP,-5.137258651
11960529,9887053,ZR751,-16.11918667
11960529,11520894,A2058,24.76000602
11960529,11520894,A2780,6.378234216
11960529,11520894,A375,0.87705487
11960529,11520894,A427,0.80559958
11960529,11520894,CAOV3,21.27725009
11960529,11520894,COLO320DM,-5.488461238
11960529,11520894,DLD1,4.24027097
11960529,11520894,EFM192B,30.33180491
11960529,11520894,ES2,-1.280599389
11960529,11520894,HCT116,-5.454117138
11960529,11520894,HT144,-6.734091569
11960529,11520894,HT29,5.079119264
11960529,11520894,KPL1,41.59951047
11960529,11520894,LNCAP,-1.773372245
11960529,11520894,LOVO,6.928313678
11960529,11520894,MDAMB436,6.985026924
11960529,11520894,MSTO,75.5280528
11960529,11520894,NCIH1650,-9.167662501
11960529,11520894,NCIH2122,7.503207875
11960529,11520894,NCIH23,10.10258046
11960529,11520894,NCIH460,-7.257895244
11960529,11520894,NCIH520,13.26490494
11960529,11520894,OCUBM,10.12290951
11960529,11520894,OV90,-0.760299907
11960529,11520894,OVCAR3,14.23997678
11960529,11520894,PA1,5.012348477
11960529,11520894,RKO,3.346566689
11960529,11520894,RPMI7951,12.77363389
11960529,11520894,SKMEL30,-0.265864753
11960529,11520894,SKMES1,9.026281996
11960529,11520894,SKOV3,7.716081386
11960529,11520894,SW620,1.016523875
11960529,11520894,SW837,-16.01122021
11960529,11520894,T47D,16.0705422
11960529,11520894,UACC62,4.046984443
11960529,11520894,UWB1289,23.35240873
11960529,11520894,UWB1289BRCA1,15.17470461
11960529,11520894,VCAP,-2.565641344
11960529,11520894,ZR751,-1.645029592
11960529,11977753,A2058,24.07097148
11960529,11977753,A2780,29.43971431
11960529,11977753,A375,26.77702751
11960529,11977753,A427,14.16782834
11960529,11977753,CAOV3,48.3199691
11960529,11977753,COLO320DM,23.55289621
11960529,11977753,DLD1,15.79246378
11960529,11977753,EFM192B,24.83456937
11960529,11977753,ES2,12.51769006
11960529,11977753,HCT116,18.26293072
11960529,11977753,HT144,19.90806632
11960529,11977753,HT29,24.14577087
11960529,11977753,KPL1,29.12456296
11960529,11977753,LNCAP,78.70408281
11960529,11977753,LOVO,19.44534742
11960529,11977753,MDAMB436,24.11737313
11960529,11977753,MSTO,42.00615065
11960529,11977753,NCIH1650,14.77514196
11960529,11977753,NCIH2122,19.41109514
11960529,11977753,NCIH23,4.101418876
11960529,11977753,NCIH460,18.10070106
11960529,11977753,NCIH520,24.98075461
11960529,11977753,OCUBM,28.49051729
11960529,11977753,OV90,16.97895851
11960529,11977753,OVCAR3,21.71305205
11960529,11977753,PA1,26.41696531
11960529,11977753,RKO,14.53775254
11960529,11977753,RPMI7951,27.95688569
11960529,11977753,SKMEL30,29.52276092
11960529,11977753,SKMES1,19.59133468
11960529,11977753,SKOV3,6.379875187
11960529,11977753,SW620,17.59296505
11960529,11977753,SW837,23.28959911
11960529,11977753,T47D,117.0012793
11960529,11977753,UACC62,19.83430639
11960529,11977753,UWB1289,32.06766556
11960529,11977753,UWB1289BRCA1,29.63789318
11960529,11977753,VCAP,18.57424812
11960529,11977753,ZR751,27.42592944
11960529,16224745,A2058,15.4587204
11960529,16224745,A2780,8.004421637
11960529,16224745,A375,1.39462293
11960529,16224745,A427,-4.883183236
11960529,16224745,CAOV3,9.641087937
11960529,16224745,COLO320DM,7.757708796
11960529,16224745,DLD1,1.54199174
11960529,16224745,EFM192B,-2.959691844
11960529,16224745,ES2,-17.17202362
11960529,16224745,HCT116,3.602140113
11960529,16224745,HT144,-51.21988037
11960529,16224745,HT29,-1.957588732
11960529,16224745,KPL1,1.344062525
11960529,16224745,LNCAP,-40.5994196
11960529,16224745,LOVO,1.066912294
11960529,16224745,MDAMB436,9.02641119
11960529,16224745,MSTO,10.66250321
11960529,16224745,NCIH1650,-3.263942497
11960529,16224745,NCIH2122,-7.600734919
11960529,16224745,NCIH23,-7.794220194
11960529,16224745,NCIH460,-0.296353842
11960529,16224745,NCIH520,-2.55467753
11960529,16224745,OCUBM,12.81805038
11960529,16224745,OV90,0.617308885
11960529,16224745,OVCAR3,1.978586679
11960529,16224745,PA1,7.43957451
11960529,16224745,RKO,-0.017228748
11960529,16224745,RPMI7951,-0.944761769
11960529,16224745,SKMEL30,-2.321165113
11960529,16224745,SKMES1,-1.408604054
11960529,16224745,SKOV3,1.294069905
11960529,16224745,SW620,0.062590246
11960529,16224745,SW837,-85.53233701
11960529,16224745,T47D,6.120087826
11960529,16224745,UACC62,1.060456966
11960529,16224745,UWB1289,-30.36395736
11960529,16224745,UWB1289BRCA1,-31.4103635
11960529,16224745,VCAP,-9.269693283
11960529,16224745,ZR751,-32.47762672
11960529,46926350,A2058,11.14872164
11960529,46926350,A2780,5.383442912
11960529,46926350,A375,3.908807094
11960529,46926350,A427,4.700396175
11960529,46926350,CAOV3,8.436597287
11960529,46926350,COLO320DM,4.920734996
11960529,46926350,DLD1,4.088199169
11960529,46926350,EFM192B,10.96764939
11960529,46926350,ES2,5.549440857
11960529,46926350,HCT116,4.972605084
11960529,46926350,HT144,-1.294163858
11960529,46926350,HT29,6.953406922
11960529,46926350,KPL1,16.02930762
11960529,46926350,LNCAP,44.93017733
11960529,46926350,LOVO,5.174003327
11960529,46926350,MDAMB436,6.447414256
11960529,46926350,MSTO,9.601188954
11960529,46926350,NCIH1650,9.42193657
11960529,46926350,NCIH2122,11.67453973
11960529,46926350,NCIH23,11.97076765
11960529,46926350,NCIH460,5.614266479
11960529,46926350,NCIH520,0.056253253
11960529,46926350,OCUBM,11.26347149
11960529,46926350,OV90,-7.962884871
11960529,46926350,OVCAR3,17.27720561
11960529,46926350,PA1,4.692754027
11960529,46926350,RKO,7.513779684
11960529,46926350,RPMI7951,18.16916119
11960529,46926350,SKMEL30,7.336354174
11960529,46926350,SKMES1,14.3989265
11960529,46926350,SKOV3,5.226835651
11960529,46926350,SW620,1.247224931
11960529,46926350,SW837,-5.38924194
11960529,46926350,T47D,-24.15595065
11960529,46926350,UACC62,3.613008502
11960529,46926350,UWB1289,8.269606674
11960529,46926350,UWB1289BRCA1,7.397744959
11960529,46926350,VCAP,10.32033223
11960529,46926350,ZR751,-9.285286251
11977753,104842,A2058,1.933351029
11977753,104842,A2780,15.21455836
11977753,104842,A375,29.91150099
11977753,104842,A427,9.664418167
11977753,104842,CAOV3,11.92487122
11977753,104842,COLO320DM,27.15245122
11977753,104842,DLD1,23.69585361
11977753,104842,EFM192B,18.10491209
11977753,104842,ES2,8.900969066
11977753,104842,HCT116,17.83694315
11977753,104842,HT144,28.44695134
11977753,104842,HT29,17.36395731
11977753,104842,KPL1,30.14680216
11977753,104842,LNCAP,82.50811929
11977753,104842,LOVO,11.58051482
11977753,104842,MDAMB436,20.69512266
11977753,104842,MSTO,22.36229625
11977753,104842,NCIH1650,18.49120807
11977753,104842,NCIH2122,13.44956941
11977753,104842,NCIH23,17.14897502
11977753,104842,NCIH460,39.22686474
11977753,104842,NCIH520,23.76332807
11977753,104842,OCUBM,8.056075282
11977753,104842,OV90,9.843571876
11977753,104842,OVCAR3,20.49194585
11977753,104842,PA1,4.024927188
11977753,104842,RKO,12.624241
11977753,104842,RPMI7951,16.70517944
11977753,104842,SKMEL30,22.03630487
11977753,104842,SKMES1,24.81227003
11977753,104842,SKOV3,3.345856283
11977753,104842,SW620,1.262103855
11977753,104842,SW837,13.97508266
11977753,104842,T47D,33.15341607
11977753,104842,UACC62,11.41254518
11977753,104842,UWB1289,14.58603069
11977753,104842,UWB1289BRCA1,28.1810776
11977753,104842,VCAP,20.2200498
11977753,104842,ZR751,23.48443944
11977753,216239,A2058,5.71400478
11977753,216239,A2780,1.776194906
11977753,216239,A375,7.811572881
11977753,216239,A427,20.93287603
11977753,216239,CAOV3,-0.136427034
11977753,216239,COLO320DM,11.75130752
11977753,216239,DLD1,13.19224163
11977753,216239,EFM192B,-3.291998438
11977753,216239,ES2,6.09957222
11977753,216239,HCT116,22.02832984
11977753,216239,HT144,12.98733572
11977753,216239,HT29,14.39042359
11977753,216239,KPL1,2.619654976
11977753,216239,LNCAP,22.33933886
11977753,216239,LOVO,1.559929452
11977753,216239,MDAMB436,12.15831605
11977753,216239,MSTO,-7.608615921
11977753,216239,NCIH1650,0.754083617
11977753,216239,NCIH2122,0.445542326
11977753,216239,NCIH23,4.898983102
11977753,216239,NCIH460,10.17467242
11977753,216239,NCIH520,6.262902341
11977753,216239,OCUBM,1.180592805
11977753,216239,OV90,9.07384682
11977753,216239,OVCAR3,-9.586959088
11977753,216239,PA1,0.368025071
11977753,216239,RKO,14.22276896
11977753,216239,RPMI7951,-4.417128388
11977753,216239,SKMEL30,13.53075126
11977753,216239,SKMES1,2.495699068
11977753,216239,SKOV3,1.531437423
11977753,216239,SW620,7.147968911
11977753,216239,SW837,-0.789725002
11977753,216239,T47D,36.98789056
11977753,216239,UACC62,9.241874515
11977753,216239,UWB1289,8.497572493
11977753,216239,UWB1289BRCA1,8.113152178
11977753,216239,VCAP,1.87911935
11977753,216239,ZR751,-9.530870525
11977753,9887053,A2058,21.65041086
11977753,9887053,A2780,-0.763978121
11977753,9887053,A375,8.756118776
11977753,9887053,A427,6.400988361
11977753,9887053,CAOV3,12.99602346
11977753,9887053,COLO320DM,15.67219819
11977753,9887053,DLD1,2.733430618
11977753,9887053,EFM192B,2.19301485
11977753,9887053,ES2,3.060050709
11977753,9887053,HCT116,13.57758772
